"id_releve","transect_habitat","releve_date","jour_julien","heure_debut","heure_fin","temperature","vent","couverture_nuageuse","mois","duree_obs","heure_debut_releve","heure_fin_releve"
"10716","Prairie",2020-06-29,18442,1899-12-31 12:24:00,1899-12-31 12:44:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 26-50%",6,1200,"12","12"
"10717","Prairie",2020-06-29,18442,1899-12-31 11:58:00,1899-12-31 12:13:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 26-50%",6,900,"11","12"
"10718","Prairie",2020-06-29,18442,1899-12-31 11:30:00,1899-12-31 11:42:00,"16-20°C","4 Beaufort (20-28km/h)","nuages 26-50%",6,720,"11","11"
"10719","Prairie",2020-06-29,18442,1899-12-31 13:14:00,1899-12-31 13:29:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 51-75%",6,900,"13","13"
"10720","Prairie",2020-05-27,18409,1899-12-31 13:22:00,1899-12-31 13:33:00,"26-30°C","1 Beaufort (1-5km/h)","nuages 0-25%",5,660,"13","13"
"10721","Prairie",2020-05-27,18409,1899-12-31 11:15:00,1899-12-31 11:25:00,"26-30°C","1 Beaufort (1-5km/h)","nuages 0-25%",5,600,"11","11"
"10722","Prairie",2020-05-27,18409,1899-12-31 11:40:00,1899-12-31 11:45:00,"26-30°C","1 Beaufort (1-5km/h)","nuages 0-25%",5,300,"11","11"
"10723","Prairie",2020-05-27,18409,1899-12-31 11:55:00,1899-12-31 12:02:00,"26-30°C","1 Beaufort (1-5km/h)","nuages 0-25%",5,420,"11","12"
"10724","Prairie",2020-08-11,18485,1899-12-31 12:41:00,1899-12-31 12:51:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"12","12"
"10725","Prairie",2020-08-11,18485,1899-12-31 12:08:00,1899-12-31 12:18:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"12","12"
"10726","Prairie",2020-08-11,18485,1899-12-31 11:40:00,1899-12-31 11:50:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"11","11"
"10727","Prairie",2020-08-11,18485,1899-12-31 11:05:00,1899-12-31 11:15:00,"26-30°C","1 Beaufort (1-5km/h)","Soleil voilé",8,600,"11","11"
"10728","Prairie",2020-07-02,18445,1899-12-31 15:50:00,1899-12-31 16:00:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",7,600,"15","16"
"10729","Prairie",2020-07-02,18445,1899-12-31 14:40:00,1899-12-31 14:50:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 51-75%",7,600,"14","14"
"10730","Prairie",2020-07-02,18445,1899-12-31 14:25:00,1899-12-31 14:35:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 51-75%",7,600,"14","14"
"10731","Prairie",2020-07-02,18445,1899-12-31 15:05:00,1899-12-31 15:15:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 51-75%",7,600,"15","15"
"10732","Prairie",2020-05-29,18411,1899-12-31 12:40:00,1899-12-31 12:50:00,"21-25°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,600,"12","12"
"10733","Prairie",2020-05-29,18411,1899-12-31 13:05:00,1899-12-31 13:15:00,"21-25°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,600,"13","13"
"10734","Prairie",2020-05-29,18411,1899-12-31 12:20:00,1899-12-31 12:30:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",5,600,"12","12"
"10735","Prairie",2020-05-29,18411,1899-12-31 11:50:00,1899-12-31 12:03:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",5,780,"11","12"
"10736","Prairie",2020-08-11,18485,1899-12-31 12:23:00,1899-12-31 12:36:00,"31-35°C","0 Beaufort (0km/h)","Ciel dégagé",8,780,"12","12"
"10737","Prairie",2020-08-11,18485,1899-12-31 12:44:00,1899-12-31 12:52:00,"31-35°C","0 Beaufort (0km/h)","Ciel dégagé",8,480,"12","12"
"10738","Prairie",2020-08-11,18485,1899-12-31 11:46:00,1899-12-31 11:54:00,"31-35°C","0 Beaufort (0km/h)","Ciel dégagé",8,480,"11","11"
"10739","Prairie",2020-08-11,18485,1899-12-31 11:27:00,1899-12-31 11:38:00,"31-35°C","0 Beaufort (0km/h)","Ciel dégagé",8,660,"11","11"
"10740","Prairie",2020-06-29,18442,1899-12-31 11:31:00,1899-12-31 11:42:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 26-50%",6,660,"11","11"
"10741","Prairie",2020-06-29,18442,1899-12-31 11:46:00,1899-12-31 11:57:00,"16-20°C","0 Beaufort (0km/h)","nuages 76-100%",6,660,"11","11"
"10742","Prairie",2020-06-29,18442,1899-12-31 12:11:00,1899-12-31 12:21:00,"21-25°C","0 Beaufort (0km/h)","nuages 0-25%",6,600,"12","12"
"10743","Prairie",2020-06-29,18442,1899-12-31 12:27:00,1899-12-31 12:39:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",6,720,"12","12"
"10744","Prairie",2020-05-27,18409,1899-12-31 11:55:00,1899-12-31 12:04:00,"26-30°C","3 Beaufort (12-19km/h)","Ciel dégagé",5,540,"11","12"
"10745","Prairie",2020-05-27,18409,1899-12-31 13:28:00,1899-12-31 13:40:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",5,720,"13","13"
"10746","Prairie",2020-05-27,18409,1899-12-31 11:30:00,1899-12-31 11:45:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",5,900,"11","11"
"10747","Prairie",2020-05-27,18409,1899-12-31 12:29:00,1899-12-31 12:42:00,"21-25°C","0 Beaufort (0km/h)","Ciel dégagé",5,780,"12","12"
"10748","Prairie",2020-08-11,18485,1899-12-31 12:17:00,1899-12-31 12:29:00,"31-35°C","3 Beaufort (12-19km/h)","Ciel dégagé",8,720,"12","12"
"10749","Prairie",2020-08-11,18485,1899-12-31 12:58:00,1899-12-31 13:09:00,"31-35°C","3 Beaufort (12-19km/h)","Ciel dégagé",8,660,"12","13"
"10750","Prairie",2020-08-11,18485,1899-12-31 12:06:00,1899-12-31 12:13:00,"31-35°C","3 Beaufort (12-19km/h)","Ciel dégagé",8,420,"12","12"
"10751","Prairie",2020-08-11,18485,1899-12-31 12:18:00,1899-12-31 12:28:00,"31-35°C","3 Beaufort (12-19km/h)","Ciel dégagé",8,600,"12","12"
"10752","Prairie",2020-06-29,18442,1899-12-31 11:30:00,1899-12-31 11:40:00,"13-15°C","3 Beaufort (12-19km/h)","nuages 76-100%",6,600,"11","11"
"10753","Prairie",2020-06-29,18442,1899-12-31 11:20:00,1899-12-31 11:25:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 76-100%",6,300,"11","11"
"10754","Prairie",2020-06-29,18442,1899-12-31 10:25:00,1899-12-31 10:35:00,"13-15°C","3 Beaufort (12-19km/h)","nuages 76-100%",6,600,"10","10"
"10755","Prairie",2020-06-29,18442,1899-12-31 10:10:00,1899-12-31 10:20:00,"13-15°C","3 Beaufort (12-19km/h)","nuages 76-100%",6,600,"10","10"
"10756","Prairie",2020-05-26,18408,1899-12-31 15:15:00,1899-12-31 15:25:00,"26-30°C","3 Beaufort (12-19km/h)","Ciel dégagé",5,600,"15","15"
"10757","Prairie",2020-05-26,18408,1899-12-31 14:40:00,1899-12-31 14:50:00,"26-30°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,600,"14","14"
"10758","Prairie",2020-05-26,18408,1899-12-31 16:45:00,1899-12-31 16:55:00,"26-30°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,600,"16","16"
"10759","Prairie",2020-05-26,18408,1899-12-31 16:20:00,1899-12-31 16:30:00,"26-30°C","3 Beaufort (12-19km/h)","Ciel dégagé",5,600,"16","16"
"10760","Prairie",2020-08-05,18479,1899-12-31 15:14:00,1899-12-31 15:21:00,"26-30°C","4 Beaufort (20-28km/h)","nuages 0-25%",8,420,"15","15"
"10761","Prairie",2020-08-05,18479,1899-12-31 15:00:00,1899-12-31 15:08:00,"26-30°C","4 Beaufort (20-28km/h)","nuages 0-25%",8,480,"15","15"
"10762","Prairie",2020-08-05,18479,1899-12-31 15:36:00,1899-12-31 15:45:00,"26-30°C","4 Beaufort (20-28km/h)","nuages 0-25%",8,540,"15","15"
"10763","Prairie",2020-08-05,18479,1899-12-31 15:57:00,1899-12-31 16:08:00,"26-30°C","4 Beaufort (20-28km/h)","nuages 0-25%",8,660,"15","16"
"10764","Prairie",2020-07-03,18446,1899-12-31 16:13:00,1899-12-31 16:24:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 26-50%",7,660,"16","16"
"10765","Prairie",2020-07-03,18446,1899-12-31 16:04:00,1899-12-31 16:16:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 26-50%",7,720,"16","16"
"10766","Prairie",2020-07-03,18446,1899-12-31 15:40:00,1899-12-31 15:47:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 26-50%",7,420,"15","15"
"10767","Prairie",2020-07-03,18446,1899-12-31 15:15:00,1899-12-31 15:28:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 26-50%",7,780,"15","15"
"10768","Prairie",2020-05-29,18411,1899-12-31 14:35:00,1899-12-31 14:45:00,"21-25°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,600,"14","14"
"10769","Prairie",2020-05-29,18411,1899-12-31 14:35:00,1899-12-31 14:45:00,"21-25°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,600,"14","14"
"10770","Prairie",2020-05-29,18411,1899-12-31 15:06:00,1899-12-31 15:18:00,"21-25°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,720,"15","15"
"10771","Prairie",2020-05-29,18411,1899-12-31 16:00:00,1899-12-31 16:09:00,"21-25°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,540,"16","16"
"10772","Prairie",2020-05-29,18411,1899-12-31 15:35:00,1899-12-31 15:42:00,"21-25°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,420,"15","15"
"10773","Prairie",2020-08-06,18480,1899-12-31 13:05:00,1899-12-31 13:15:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"13","13"
"10774","Prairie",2020-08-06,18480,1899-12-31 12:45:00,1899-12-31 12:52:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,420,"12","12"
"10775","Prairie",2020-08-06,18480,1899-12-31 12:00:00,1899-12-31 12:08:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,480,"12","12"
"10776","Prairie",2020-08-06,18480,1899-12-31 12:20:00,1899-12-31 12:25:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",8,300,"12","12"
"10777","Prairie",2020-08-06,18480,1899-12-31 12:25:00,1899-12-31 12:30:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",8,300,"12","12"
"10778","Prairie",2020-08-06,18480,1899-12-31 12:30:00,1899-12-31 12:35:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",8,300,"12","12"
"10779","Prairie",2020-08-06,18480,1899-12-31 12:35:00,1899-12-31 12:40:00,"26-30°C","0 Beaufort (0km/h)","Ciel dégagé",8,300,"12","12"
"10780","Prairie",2020-08-06,18480,1899-12-31 13:30:00,1899-12-31 13:40:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",8,600,"13","13"
"10781","Prairie",2020-06-29,18442,1899-12-31 12:50:00,1899-12-31 13:00:00,"16-20°C","4 Beaufort (20-28km/h)","nuages 26-50%",6,600,"12","13"
"10782","Prairie",2020-06-29,18442,1899-12-31 15:00:00,1899-12-31 15:06:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 76-100%",6,360,"15","15"
"10783","Prairie",2020-06-29,18442,1899-12-31 15:10:00,1899-12-31 15:20:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 76-100%",6,600,"15","15"
"10784","Prairie",2020-06-29,18442,1899-12-31 15:35:00,1899-12-31 15:40:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 51-75%",6,300,"15","15"
"10785","Prairie",2020-06-29,18442,1899-12-31 15:40:00,1899-12-31 15:45:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 51-75%",6,300,"15","15"
"10786","Prairie",2020-06-29,18442,1899-12-31 15:45:00,1899-12-31 15:50:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 51-75%",6,300,"15","15"
"10787","Prairie",2020-06-29,18442,1899-12-31 15:50:00,1899-12-31 15:55:00,"21-25°C","4 Beaufort (20-28km/h)","nuages 51-75%",6,300,"15","15"
"10788","Prairie",2020-06-29,18442,1899-12-31 12:25:00,1899-12-31 12:31:00,"16-20°C","4 Beaufort (20-28km/h)","nuages 26-50%",6,360,"12","12"
"10789","Prairie",2020-05-29,18411,1899-12-31 14:05:00,1899-12-31 14:15:00,"26-30°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,600,"14","14"
"10790","Prairie",2020-05-29,18411,1899-12-31 15:00:00,1899-12-31 15:07:00,"26-30°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,420,"15","15"
"10791","Prairie",2020-05-29,18411,1899-12-31 15:30:00,1899-12-31 15:40:00,"26-30°C","4 Beaufort (20-28km/h)","Ciel dégagé",5,600,"15","15"
"10792","Prairie",2020-05-29,18411,1899-12-31 12:00:00,1899-12-31 12:06:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",5,360,"12","12"
"10793","Prairie",2020-05-29,18411,1899-12-31 12:07:00,1899-12-31 12:14:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",5,420,"12","12"
"10794","Prairie",2020-05-29,18411,1899-12-31 12:15:00,1899-12-31 12:20:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",5,300,"12","12"
"10795","Prairie",2020-05-29,18411,1899-12-31 12:20:00,1899-12-31 12:30:00,"21-25°C","2 Beaufort (6-11km/h)","Ciel dégagé",5,600,"12","12"
"10796","Prairie",2020-05-29,18411,1899-12-31 13:00:00,1899-12-31 13:10:00,"26-30°C","5 Beaufort (29-38km/h)","Ciel dégagé",5,600,"13","13"
"10797","Prairie",2020-07-07,18450,1899-12-31 09:45:00,1899-12-31 09:55:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,600,"09","09"
"10798","Prairie",2020-08-11,18485,1899-12-31 11:00:00,1899-12-31 11:10:00,"31-35°C","1 Beaufort (1-5km/h)","nuages 0-25%",8,600,"11","11"
"10799","Prairie",2020-06-05,18418,1899-12-31 09:45:00,1899-12-31 09:55:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"09","09"
"10800","Lisière de bois",2020-07-07,18450,1899-12-31 14:00:00,1899-12-31 14:10:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 26-50%",7,600,"14","14"
"10801","Prairie",2020-07-07,18450,1899-12-31 15:01:00,1899-12-31 15:11:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 0-25%",7,600,"15","15"
"10802","Jardin",2020-07-07,18450,1899-12-31 15:28:00,1899-12-31 15:40:00,"21-25°C","1 Beaufort (1-5km/h)","nuages 0-25%",7,720,"15","15"
"10803","Prairie",2020-07-07,18450,1899-12-31 14:30:00,1899-12-31 14:40:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 26-50%",7,600,"14","14"
"10804","Jardin",2020-08-12,18486,1899-12-31 11:00:00,1899-12-31 11:15:00,"21-25°C","1 Beaufort (1-5km/h)","Soleil voilé",8,900,"11","11"
"10805","Jardin",2020-06-03,18416,1899-12-31 11:20:00,1899-12-31 11:35:00,"21-25°C","1 Beaufort (1-5km/h)","Soleil voilé",6,900,"11","11"
"10806","Prairie",2020-08-12,18486,1899-12-31 11:30:00,1899-12-31 11:45:00,"26-30°C","0 Beaufort (0km/h)","Soleil voilé",8,900,"11","11"
"10807","Prairie",2020-06-02,18415,1899-12-31 11:30:00,1899-12-31 11:45:00,"21-25°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,900,"11","11"
"10808","Lisière de bois",2020-08-12,18486,1899-12-31 11:46:00,1899-12-31 12:00:00,"26-30°C","0 Beaufort (0km/h)","Soleil voilé",8,840,"11","12"
"10809","Lisière de bois",2020-06-02,18415,1899-12-31 11:10:00,1899-12-31 11:20:00,"16-20°C","1 Beaufort (1-5km/h)","Ciel dégagé",6,600,"11","11"
"10810","Friche",2020-08-20,18494,1899-12-31 15:45:00,1899-12-31 15:56:00,"26-30°C","3 Beaufort (12-19km/h)","nuages 26-50%",8,660,"15","15"
"10811","Friche",2020-07-07,18450,1899-12-31 15:10:00,1899-12-31 15:20:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 51-75%",7,600,"15","15"
"10812","Friche",2020-08-20,18494,1899-12-31 15:05:00,1899-12-31 15:14:00,"26-30°C","3 Beaufort (12-19km/h)","nuages 51-75%",8,540,"15","15"
"10813","Friche",2020-07-07,18450,1899-12-31 14:16:00,1899-12-31 14:27:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 76-100%",7,660,"14","14"
"10814","Friche",2020-08-20,18494,1899-12-31 14:00:00,1899-12-31 14:09:00,"26-30°C","3 Beaufort (12-19km/h)","nuages 76-100%",8,540,"14","14"
"10815","Friche",2020-07-07,18450,1899-12-31 13:10:00,1899-12-31 13:22:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 26-50%",7,720,"13","13"
"10816","Cimetière",2020-06-16,18429,1899-12-31 11:27:00,1899-12-31 11:37:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 26-50%",6,600,"11","11"
"10817","Prairie",2020-07-16,18459,1899-12-31 12:00:00,1899-12-31 12:15:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",7,900,"12","12"
"10818","Prairie",2020-08-03,18477,1899-12-31 11:30:00,1899-12-31 11:45:00,"13-15°C","1 Beaufort (1-5km/h)","nuages 51-75%",8,900,"11","11"
"10819","Prairie",2020-07-16,18459,1899-12-31 13:40:00,1899-12-31 13:55:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",7,900,"13","13"
"10820","Prairie",2020-08-03,18477,1899-12-31 11:40:00,1899-12-31 11:50:00,"13-15°C","1 Beaufort (1-5km/h)","nuages 26-50%",8,600,"11","11"
"10821","Prairie",2020-07-16,18459,1899-12-31 12:45:00,1899-12-31 12:55:00,"13-15°C","1 Beaufort (1-5km/h)","nuages 26-50%",7,600,"12","12"
"10822","Prairie",2020-07-16,18459,1899-12-31 11:15:00,1899-12-31 11:25:00,"13-15°C","1 Beaufort (1-5km/h)","nuages 51-75%",7,600,"11","11"
"10823","Prairie",2020-08-03,18477,1899-12-31 12:45:00,1899-12-31 12:55:00,"13-15°C","1 Beaufort (1-5km/h)","nuages 26-50%",8,600,"12","12"
"10824","Prairie",2020-08-03,18477,1899-12-31 13:30:00,1899-12-31 13:40:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",8,600,"13","13"
"10825","Prairie",2020-07-16,18459,1899-12-31 11:20:00,1899-12-31 11:35:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",7,900,"11","11"
"10826","Prairie",2020-06-10,18423,1899-12-31 11:50:00,1899-12-31 12:05:00,"13-15°C","3 Beaufort (12-19km/h)","nuages 26-50%",6,900,"11","12"
"10827","Prairie",2020-08-03,18477,1899-12-31 11:15:00,1899-12-31 11:30:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 51-75%",8,900,"11","11"
"10828","Prairie",2020-07-16,18459,1899-12-31 11:00:00,1899-12-31 11:15:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",7,900,"11","11"
"10829","Prairie",2020-06-10,18423,1899-12-31 12:30:00,1899-12-31 12:45:00,"13-15°C","2 Beaufort (6-11km/h)","nuages 51-75%",6,900,"12","12"
"10830","Prairie",2020-08-03,18477,1899-12-31 12:30:00,1899-12-31 12:45:00,"16-20°C","1 Beaufort (1-5km/h)","nuages 26-50%",8,900,"12","12"
"10831","Prairie",2020-07-16,18459,1899-12-31 13:00:00,1899-12-31 13:10:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 0-25%",7,600,"13","13"
"10832","Prairie",2020-06-10,18423,1899-12-31 13:20:00,1899-12-31 13:35:00,"13-15°C","1 Beaufort (1-5km/h)","nuages 51-75%",6,900,"13","13"
"10833","Gazon",2020-08-17,18491,1899-12-31 10:10:00,1899-12-31 10:25:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 26-50%",8,900,"10","10"
"10834","Gazon",2020-07-13,18456,1899-12-31 11:30:00,1899-12-31 11:45:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",7,900,"11","11"
"10835","Gazon",2020-08-05,18479,1899-12-31 12:08:00,1899-12-31 12:17:00,"21-25°C","4 Beaufort (20-28km/h)","Ciel dégagé",8,540,"12","12"
"10836","Gazon",2020-07-07,18450,1899-12-31 12:10:00,1899-12-31 12:20:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 26-50%",7,600,"12","12"
"10837","Gazon",2020-06-03,18416,1899-12-31 11:30:00,1899-12-31 11:38:00,"16-20°C","4 Beaufort (20-28km/h)","nuages 26-50%",6,480,"11","11"
"10838","Friche",2020-08-05,18479,1899-12-31 11:56:00,1899-12-31 12:07:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",8,660,"11","12"
"10839","Friche",2020-07-07,18450,1899-12-31 11:58:00,1899-12-31 12:09:00,"16-20°C","3 Beaufort (12-19km/h)","nuages 26-50%",7,660,"11","12"
"10840","Friche",2020-06-03,18416,1899-12-31 11:45:00,1899-12-31 11:54:00,"16-20°C","4 Beaufort (20-28km/h)","nuages 0-25%",6,540,"11","11"
"10841","Gazon",2020-07-13,18456,1899-12-31 11:00:00,1899-12-31 11:10:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",7,600,"11","11"
"10842","Square urbain",2020-07-13,18456,1899-12-31 11:30:00,1899-12-31 11:45:00,"21-25°C","3 Beaufort (12-19km/h)","Ciel dégagé",7,900,"11","11"
"10843","Prairie",2020-08-21,18495,1899-12-31 13:00:00,1899-12-31 13:10:00,"26-30°C","5 Beaufort (29-38km/h)","Soleil voilé",8,600,"13","13"
"10844","Prairie",2020-07-17,18460,1899-12-31 16:25:00,1899-12-31 16:35:00,"26-30°C","2 Beaufort (6-11km/h)","Soleil voilé",7,600,"16","16"
"10845","Friche",2020-07-17,18460,1899-12-31 16:05:00,1899-12-31 16:15:00,"26-30°C","2 Beaufort (6-11km/h)","Soleil voilé",7,600,"16","16"
"10846","Prairie",2020-07-02,18445,1899-12-31 11:00:00,1899-12-31 11:10:00,"16-20°C","4 Beaufort (20-28km/h)","nuages 51-75%",7,600,"11","11"
"10847","Jardin",2020-08-21,18495,1899-12-31 10:38:00,1899-12-31 10:48:00,"21-25°C","5 Beaufort (29-38km/h)","Ciel dégagé",8,600,"10","10"
"10848","Jardin",2020-07-17,18460,1899-12-31 14:20:00,1899-12-31 14:30:00,"26-30°C","2 Beaufort (6-11km/h)","Soleil voilé",7,600,"14","14"
"10849","Friche",2020-08-21,18495,1899-12-31 10:15:00,1899-12-31 10:25:00,"21-25°C","5 Beaufort (29-38km/h)","Ciel dégagé",8,600,"10","10"
"10850","Friche",2020-07-17,18460,1899-12-31 14:00:00,1899-12-31 14:12:00,"26-30°C","2 Beaufort (6-11km/h)","Soleil voilé",7,720,"14","14"
"10851","Gazon",2020-08-21,18495,1899-12-31 11:02:00,1899-12-31 11:12:00,"21-25°C","5 Beaufort (29-38km/h)","Ciel dégagé",8,600,"11","11"
"10852","Gazon",2020-07-17,18460,1899-12-31 14:40:00,1899-12-31 14:50:00,"26-30°C","2 Beaufort (6-11km/h)","Soleil voilé",7,600,"14","14"
"10853","Friche",2020-08-21,18495,1899-12-31 11:50:00,1899-12-31 12:05:00,"21-25°C","5 Beaufort (29-38km/h)","Ciel dégagé",8,900,"11","12"
"10854","Friche",2020-07-17,18460,1899-12-31 16:05:00,1899-12-31 16:15:00,"26-30°C","2 Beaufort (6-11km/h)","Soleil voilé",7,600,"16","16"
"10855","Friche",2020-08-21,18495,1899-12-31 11:23:00,1899-12-31 11:33:00,"21-25°C","5 Beaufort (29-38km/h)","Ciel dégagé",8,600,"11","11"
"10856","Friche",2020-07-17,18460,1899-12-31 15:30:00,1899-12-31 15:40:00,"26-30°C","2 Beaufort (6-11km/h)","Soleil voilé",7,600,"15","15"
"10857","Gazon",2020-06-24,18437,1899-12-31 15:26:00,1899-12-31 15:40:00,"31-35°C","5 Beaufort (29-38km/h)","Ciel dégagé",6,840,"15","15"
"10858","Jardin",2020-06-24,18437,1899-12-31 14:56:00,1899-12-31 15:06:00,"31-35°C","5 Beaufort (29-38km/h)","Ciel dégagé",6,600,"14","15"
"10859","Bords d’infrastructures",2020-06-24,18437,1899-12-31 14:33:00,1899-12-31 14:43:00,"31-35°C","4 Beaufort (20-28km/h)","Ciel dégagé",6,600,"14","14"
"10860","Prairie",2020-06-24,18437,1899-12-31 16:32:00,1899-12-31 16:45:00,"31-35°C","5 Beaufort (29-38km/h)","Ciel dégagé",6,780,"16","16"
"10861","Prairie",2020-06-24,18437,1899-12-31 17:50:00,1899-12-31 18:10:00,"31-35°C","5 Beaufort (29-38km/h)","Ciel dégagé",6,1200,"17","18"
"10862","Gazon",2020-06-24,18437,1899-12-31 17:11:00,1899-12-31 17:26:00,"31-35°C","5 Beaufort (29-38km/h)","Ciel dégagé",6,900,"17","17"
"10863","Prairie",2020-08-25,18499,1899-12-31 14:00:00,1899-12-31 14:20:00,"21-25°C","2 Beaufort (6-11km/h)","nuages 0-25%",8,1200,"14","14"
"10864","Prairie",2020-07-30,18473,1899-12-31 14:45:00,1899-12-31 14:57:00,"26-30°C","1 Beaufort (1-5km/h)","Ciel dégagé",7,720,"14","14"
"10865","Prairie",2020-06-10,18423,1899-12-31 15:25:00,1899-12-31 15:37:00,"16-20°C","0 Beaufort (0km/h)","Ciel dégagé",6,720,"15","15"
"10866","Prairie",2020-08-05,18479,1899-12-31 14:39:00,1899-12-31 14:49:00,"21-25°C","4 Beaufort (20-28km/h)","Ciel dégagé",8,600,"14","14"
"10867","Prairie",2020-07-07,18450,1899-12-31 14:12:00,1899-12-31 14:27:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 0-25%",7,900,"14","14"
"10868","Prairie",2020-06-10,18423,1899-12-31 13:28:00,1899-12-31 13:38:00,"16-20°C","2 Beaufort (6-11km/h)","nuages 76-100%",6,600,"13","13"
"10869","Prairie",2020-08-05,18479,1899-12-31 12:18:00,1899-12-31 12:28:00,"21-25°C","4 Beaufort (20-28km/h)","Ciel dégagé",8,600,"12","12"
"10870","Prairie",2020-07-07,18450,1899-12-31 13:08:00,1899-12-31 13:17:00,"21-25°C","3 Beaufort (12-19km/h)","nuages 0-25%",7,540,"13","13"
